"Age.group" "Age.label" "Province" "Year" "Obs" "Pop"
9 "[75-80)" 13 1986 3 8555
10 "[80-85)" 13 1986 6 5314
11 "[85,85+)" 13 1986 1 3231
1 "[0-40)" 14 1986 1 223818
2 "[40-45)" 14 1986 1 19418
3 "[45-50)" 14 1986 7 18965
4 "[50-55)" 14 1986 9 22576
5 "[55-60)" 14 1986 3 21793
6 "[60-65)" 14 1986 5 19554
7 "[65-70)" 14 1986 5 16680
8 "[70-75)" 14 1986 15 14610
9 "[75-80)" 14 1986 8 11990
10 "[80-85)" 14 1986 4 7689
11 "[85,85+)" 14 1986 0 4562
1 "[0-40)" 15 1986 6 308625
2 "[40-45)" 15 1986 6 34744
3 "[45-50)" 15 1986 3 30688
4 "[50-55)" 15 1986 9 37095
5 "[55-60)" 15 1986 18 34606
6 "[60-65)" 15 1986 18 29763
7 "[65-70)" 15 1986 17 26979
8 "[70-75)" 15 1986 14 24037
9 "[75-80)" 15 1986 8 20058
10 "[80-85)" 15 1986 10 13473
11 "[85,85+)" 15 1986 9 9445
1 "[0-40)" 16 1986 0 53987
2 "[40-45)" 16 1986 0 4705
3 "[45-50)" 16 1986 0 5815
4 "[50-55)" 16 1986 1 6953
5 "[55-60)" 16 1986 3 7138
6 "[60-65)" 16 1986 6 7023
7 "[65-70)" 16 1986 1 6278
8 "[70-75)" 16 1986 3 5787
9 "[75-80)" 16 1986 5 4676
10 "[80-85)" 16 1986 1 2808
11 "[85,85+)" 16 1986 1 1715
1 "[0-40)" 17 1986 6 137700
2 "[40-45)" 17 1986 1 13596
3 "[45-50)" 17 1986 4 12017
4 "[50-55)" 17 1986 3 14453
5 "[55-60)" 17 1986 5 15173
6 "[60-65)" 17 1986 12 13935
7 "[65-70)" 17 1986 3 12457
8 "[70-75)" 17 1986 11 10098
9 "[75-80)" 17 1986 17 8464
10 "[80-85)" 17 1986 11 4951
11 "[85,85+)" 17 1986 3 3080
1 "[0-40)" 18 1986 0 237804
2 "[40-45)" 18 1986 5 20509
3 "[45-50)" 18 1986 2 20020
4 "[50-55)" 18 1986 12 23297
5 "[55-60)" 18 1986 8 22865
6 "[60-65)" 18 1986 12 20135
7 "[65-70)" 18 1986 14 16323
8 "[70-75)" 18 1986 8 13709
9 "[75-80)" 18 1986 3 11620
10 "[80-85)" 18 1986 7 7086
11 "[85,85+)" 18 1986 4 4152
1 "[0-40)" 19 1986 1 38348
2 "[40-45)" 19 1986 1 3328
3 "[45-50)" 19 1986 0 3129
4 "[50-55)" 19 1986 4 4386
5 "[55-60)" 19 1986 0 4607
6 "[60-65)" 19 1986 0 4595
7 "[65-70)" 19 1986 0 3949
8 "[70-75)" 19 1986 7 3427
9 "[75-80)" 19 1986 3 3056
10 "[80-85)" 19 1986 5 2254
11 "[85,85+)" 19 1986 0 1213
1 "[0-40)" 20 1986 2 204499
2 "[40-45)" 20 1986 3 22458
3 "[45-50)" 20 1986 7 18695
4 "[50-55)" 20 1986 11 21180
5 "[55-60)" 20 1986 12 20124
6 "[60-65)" 20 1986 9 17280
7 "[65-70)" 20 1986 11 14217
8 "[70-75)" 20 1986 14 12300
9 "[75-80)" 20 1986 10 9883
10 "[80-85)" 20 1986 11 6526
11 "[85,85+)" 20 1986 4 3817
1 "[0-40)" 21 1986 2 131009
2 "[40-45)" 21 1986 7 11042
3 "[45-50)" 21 1986 3 10808
4 "[50-55)" 21 1986 2 12835
5 "[55-60)" 21 1986 4 11419
6 "[60-65)" 21 1986 4 10561
7 "[65-70)" 21 1986 6 9210
8 "[70-75)" 21 1986 11 8713
9 "[75-80)" 21 1986 7 7058
10 "[80-85)" 21 1986 4 4490
11 "[85,85+)" 21 1986 6 2623
1 "[0-40)" 22 1986 0 52482
2 "[40-45)" 22 1986 0 5566
3 "[45-50)" 22 1986 1 4832
4 "[50-55)" 22 1986 9 6739
5 "[55-60)" 22 1986 10 7402
6 "[60-65)" 22 1986 4 7348
7 "[65-70)" 22 1986 8 6245
8 "[70-75)" 22 1986 1 4932
9 "[75-80)" 22 1986 2 4457
10 "[80-85)" 22 1986 6 3008
11 "[85,85+)" 22 1986 0 1774
1 "[0-40)" 23 1986 3 191508
2 "[40-45)" 23 1986 4 16456
3 "[45-50)" 23 1986 2 16787
4 "[50-55)" 23 1986 5 19272
5 "[55-60)" 23 1986 14 19908
6 "[60-65)" 23 1986 6 17002
7 "[65-70)" 23 1986 8 13418
8 "[70-75)" 23 1986 9 12225
9 "[75-80)" 23 1986 12 10231
10 "[80-85)" 23 1986 3 6578
11 "[85,85+)" 23 1986 5 3651
1 "[0-40)" 24 1986 2 140571
2 "[40-45)" 24 1986 2 13921
3 "[45-50)" 24 1986 7 14096
4 "[50-55)" 24 1986 11 18344
5 "[55-60)" 24 1986 11 19170
6 "[60-65)" 24 1986 2 17236
7 "[65-70)" 24 1986 4 14121
8 "[70-75)" 24 1986 4 12155
9 "[75-80)" 24 1986 0 10031
10 "[80-85)" 24 1986 4 6463
11 "[85,85+)" 24 1986 5 3983
1 "[0-40)" 25 1986 4 93343
2 "[40-45)" 25 1986 0 10068
3 "[45-50)" 25 1986 5 8717
4 "[50-55)" 25 1986 4 11152
5 "[55-60)" 25 1986 11 11996
6 "[60-65)" 25 1986 6 11148
7 "[65-70)" 25 1986 4 9764
8 "[70-75)" 25 1986 7 8656
9 "[75-80)" 25 1986 3 6658
10 "[80-85)" 25 1986 0 4187
11 "[85,85+)" 25 1986 2 2255
1 "[0-40)" 26 1986 3 71605
2 "[40-45)" 26 1986 2 7524
3 "[45-50)" 26 1986 0 6604
4 "[50-55)" 26 1986 5 8100
5 "[55-60)" 26 1986 2 8199
6 "[60-65)" 26 1986 1 7858
7 "[65-70)" 26 1986 11 6476
8 "[70-75)" 26 1986 5 5696
9 "[75-80)" 26 1986 2 4649
10 "[80-85)" 26 1986 0 2957
11 "[85,85+)" 26 1986 0 1809
1 "[0-40)" 27 1986 0 93440
2 "[40-45)" 27 1986 3 10487
3 "[45-50)" 27 1986 3 11613
4 "[50-55)" 27 1986 4 14070
5 "[55-60)" 27 1986 7 14237
6 "[60-65)" 27 1986 13 14553
7 "[65-70)" 27 1986 4 13232
8 "[70-75)" 27 1986 4 11590
9 "[75-80)" 27 1986 12 9356
10 "[80-85)" 27 1986 2 6112
11 "[85,85+)" 27 1986 2 4116
1 "[0-40)" 28 1986 25 1496878
2 "[40-45)" 28 1986 22 160562
3 "[45-50)" 28 1986 35 136586
4 "[50-55)" 28 1986 53 145876
5 "[55-60)" 28 1986 64 137349
6 "[60-65)" 28 1986 48 119767
7 "[65-70)" 28 1986 56 96560
8 "[70-75)" 28 1986 40 83105
9 "[75-80)" 28 1986 29 64273
10 "[80-85)" 28 1986 28 41310
11 "[85,85+)" 28 1986 28 27955
1 "[0-40)" 29 1986 1 343317
2 "[40-45)" 29 1986 9 31808
3 "[45-50)" 29 1986 11 28003
4 "[50-55)" 29 1986 13 30873
5 "[55-60)" 29 1986 28 28169
6 "[60-65)" 29 1986 18 25703
7 "[65-70)" 29 1986 9 21565
8 "[70-75)" 29 1986 6 17646
9 "[75-80)" 29 1986 10 13945
10 "[80-85)" 29 1986 1 8435
11 "[85,85+)" 29 1986 5 4592
1 "[0-40)" 30 1986 2 315007
2 "[40-45)" 30 1986 2 26906
3 "[45-50)" 30 1986 10 26290
4 "[50-55)" 30 1986 11 28779
5 "[55-60)" 30 1986 13 28431
6 "[60-65)" 30 1986 12 24905
7 "[65-70)" 30 1986 6 19042
8 "[70-75)" 30 1986 10 16212
9 "[75-80)" 30 1986 11 13452
10 "[80-85)" 30 1986 11 8898
11 "[85,85+)" 30 1986 11 5678
1 "[0-40)" 31 1986 1 148096
2 "[40-45)" 31 1986 5 15458
3 "[45-50)" 31 1986 6 13028
4 "[50-55)" 31 1986 15 14618
5 "[55-60)" 31 1986 9 14898
6 "[60-65)" 31 1986 15 14203
7 "[65-70)" 31 1986 12 12207
8 "[70-75)" 31 1986 11 10767
9 "[75-80)" 31 1986 11 8572
10 "[80-85)" 31 1986 5 5564
11 "[85,85+)" 31 1986 7 3509
1 "[0-40)" 32 1986 5 94816
2 "[40-45)" 32 1986 0 11976
3 "[45-50)" 32 1986 0 11140
4 "[50-55)" 32 1986 9 13504
5 "[55-60)" 32 1986 1 13822
6 "[60-65)" 32 1986 8 13544
7 "[65-70)" 32 1986 8 12049
8 "[70-75)" 32 1986 3 11560
9 "[75-80)" 32 1986 2 9105
10 "[80-85)" 32 1986 7 6184
11 "[85,85+)" 32 1986 0 3881
1 "[0-40)" 33 1986 6 307251
2 "[40-45)" 33 1986 5 32704
3 "[45-50)" 33 1986 14 28682
4 "[50-55)" 33 1986 11 37319
5 "[55-60)" 33 1986 18 38004
6 "[60-65)" 33 1986 20 35180
7 "[65-70)" 33 1986 30 29210
8 "[70-75)" 33 1986 19 25858
9 "[75-80)" 33 1986 10 20880
10 "[80-85)" 33 1986 5 13654
11 "[85,85+)" 33 1986 11 8303
1 "[0-40)" 34 1986 1 51237
2 "[40-45)" 34 1986 2 4725
3 "[45-50)" 34 1986 2 4219
4 "[50-55)" 34 1986 0 5605
5 "[55-60)" 34 1986 2 6530
6 "[60-65)" 34 1986 7 5974
7 "[65-70)" 34 1986 0 5114
8 "[70-75)" 34 1986 2 4497
9 "[75-80)" 34 1986 3 3714
10 "[80-85)" 34 1986 1 2579
11 "[85,85+)" 34 1986 0 1549
1 "[0-40)" 35 1986 4 247891
2 "[40-45)" 35 1986 5 20364
3 "[45-50)" 35 1986 7 18023
4 "[50-55)" 35 1986 11 19340
5 "[55-60)" 35 1986 13 16145
6 "[60-65)" 35 1986 7 12937
7 "[65-70)" 35 1986 3 10503
8 "[70-75)" 35 1986 8 9101
9 "[75-80)" 35 1986 8 6886
10 "[80-85)" 35 1986 6 4095
11 "[85,85+)" 35 1986 10 2761
1 "[0-40)" 36 1986 8 269197
2 "[40-45)" 36 1986 2 27679
3 "[45-50)" 36 1986 7 23718
4 "[50-55)" 36 1986 12 28543
5 "[55-60)" 36 1986 16 25087
6 "[60-65)" 36 1986 11 22836
7 "[65-70)" 36 1986 9 20630
8 "[70-75)" 36 1986 10 17685
9 "[75-80)" 36 1986 22 14977
10 "[80-85)" 36 1986 7 9331
11 "[85,85+)" 36 1986 7 5880
1 "[0-40)" 37 1986 0 97771
2 "[40-45)" 37 1986 4 9369
3 "[45-50)" 37 1986 2 9439
4 "[50-55)" 37 1986 2 11797
5 "[55-60)" 37 1986 9 11878
6 "[60-65)" 37 1986 9 11308
7 "[65-70)" 37 1986 1 9800
8 "[70-75)" 37 1986 6 8950
9 "[75-80)" 37 1986 2 7683
10 "[80-85)" 37 1986 1 4931
11 "[85,85+)" 37 1986 0 3640
1 "[0-40)" 38 1986 2 223624
2 "[40-45)" 38 1986 1 20194
3 "[45-50)" 38 1986 6 18182
4 "[50-55)" 38 1986 11 19763
5 "[55-60)" 38 1986 15 17097
6 "[60-65)" 38 1986 8 14448
7 "[65-70)" 38 1986 4 11593
8 "[70-75)" 38 1986 8 10706
9 "[75-80)" 38 1986 7 8335
10 "[80-85)" 38 1986 7 5214
11 "[85,85+)" 38 1986 3 3040
1 "[0-40)" 39 1986 0 151697
2 "[40-45)" 39 1986 1 14321
3 "[45-50)" 39 1986 5 12788
4 "[50-55)" 39 1986 11 15724
5 "[55-60)" 39 1986 12 16071
6 "[60-65)" 39 1986 6 14861
7 "[65-70)" 39 1986 7 12454
8 "[70-75)" 39 1986 6 11206
9 "[75-80)" 39 1986 4 9004
10 "[80-85)" 39 1986 2 6003
11 "[85,85+)" 39 1986 2 3907
1 "[0-40)" 40 1986 0 38939
2 "[40-45)" 40 1986 0 3629
3 "[45-50)" 40 1986 0 3677
4 "[50-55)" 40 1986 0 4827
5 "[55-60)" 40 1986 0 5193
6 "[60-65)" 40 1986 5 4796
7 "[65-70)" 40 1986 4 3855
8 "[70-75)" 40 1986 4 3595
9 "[75-80)" 40 1986 4 2802
10 "[80-85)" 40 1986 0 2107
11 "[85,85+)" 40 1986 3 1335
1 "[0-40)" 41 1986 13 496002
2 "[40-45)" 41 1986 9 45184
3 "[45-50)" 41 1986 20 38795
4 "[50-55)" 41 1986 23 42520
5 "[55-60)" 41 1986 11 40890
6 "[60-65)" 41 1986 24 36598
7 "[65-70)" 41 1986 25 30347
8 "[70-75)" 41 1986 21 25831
9 "[75-80)" 41 1986 34 19887
10 "[80-85)" 41 1986 23 12574
11 "[85,85+)" 41 1986 9 7662
1 "[0-40)" 42 1986 0 23410
2 "[40-45)" 42 1986 0 2315
3 "[45-50)" 42 1986 0 2322
4 "[50-55)" 42 1986 1 3257
5 "[55-60)" 42 1986 2 3563
6 "[60-65)" 42 1986 3 3242
7 "[65-70)" 42 1986 0 2869
8 "[70-75)" 42 1986 4 2875
9 "[75-80)" 42 1986 4 2581
10 "[80-85)" 42 1986 7 1820
11 "[85,85+)" 42 1986 0 1089
1 "[0-40)" 43 1986 2 151143
2 "[40-45)" 43 1986 2 15348
3 "[45-50)" 43 1986 2 12937
4 "[50-55)" 43 1986 6 15611
5 "[55-60)" 43 1986 10 15880
6 "[60-65)" 43 1986 9 15102
7 "[65-70)" 43 1986 12 12536
8 "[70-75)" 43 1986 7 10985
9 "[75-80)" 43 1986 6 8612
10 "[80-85)" 43 1986 4 5750
11 "[85,85+)" 43 1986 5 3578
1 "[0-40)" 44 1986 2 35089
2 "[40-45)" 44 1986 0 3629
3 "[45-50)" 44 1986 1 3496
4 "[50-55)" 44 1986 4 5288
5 "[55-60)" 44 1986 6 5198
6 "[60-65)" 44 1986 0 5188
7 "[65-70)" 44 1986 4 4405
8 "[70-75)" 44 1986 2 4388
9 "[75-80)" 44 1986 0 3581
10 "[80-85)" 44 1986 0 2471
11 "[85,85+)" 44 1986 0 1591
1 "[0-40)" 45 1986 4 134544
2 "[40-45)" 45 1986 5 12524
3 "[45-50)" 45 1986 2 11917
4 "[50-55)" 45 1986 5 14556
5 "[55-60)" 45 1986 8 15431
6 "[60-65)" 45 1986 6 14163
7 "[65-70)" 45 1986 3 12117
8 "[70-75)" 45 1986 2 10903
9 "[75-80)" 45 1986 9 8774
10 "[80-85)" 45 1986 7 5618
11 "[85,85+)" 45 1986 5 3546
1 "[0-40)" 46 1986 15 623748
2 "[40-45)" 46 1986 13 63268
3 "[45-50)" 46 1986 20 57334
4 "[50-55)" 46 1986 17 62669
5 "[55-60)" 46 1986 32 62033
6 "[60-65)" 46 1986 53 57512
7 "[65-70)" 46 1986 24 46832
8 "[70-75)" 46 1986 30 40125
9 "[75-80)" 46 1986 23 31932
10 "[80-85)" 46 1986 25 19610
11 "[85,85+)" 46 1986 10 11557
1 "[0-40)" 47 1986 5 148606
2 "[40-45)" 47 1986 1 15527
3 "[45-50)" 47 1986 5 12421
4 "[50-55)" 47 1986 10 14209
5 "[55-60)" 47 1986 9 13156
6 "[60-65)" 47 1986 9 12787
7 "[65-70)" 47 1986 6 9688
8 "[70-75)" 47 1986 10 8776
9 "[75-80)" 47 1986 3 7069
10 "[80-85)" 47 1986 2 4926
11 "[85,85+)" 47 1986 9 3333
1 "[0-40)" 48 1986 5 350093
2 "[40-45)" 48 1986 8 37183
3 "[45-50)" 48 1986 9 32956
4 "[50-55)" 48 1986 21 38610
5 "[55-60)" 48 1986 21 36197
6 "[60-65)" 48 1986 22 30846
7 "[65-70)" 48 1986 19 23472
8 "[70-75)" 48 1986 14 19883
9 "[75-80)" 48 1986 11 16072
10 "[80-85)" 48 1986 16 10453
11 "[85,85+)" 48 1986 7 6784
1 "[0-40)" 49 1986 0 52682
2 "[40-45)" 49 1986 1 5479
3 "[45-50)" 49 1986 3 6018
4 "[50-55)" 49 1986 0 7627
5 "[55-60)" 49 1986 10 8559
6 "[60-65)" 49 1986 8 7749
7 "[65-70)" 49 1986 3 6701
8 "[70-75)" 49 1986 3 6928
9 "[75-80)" 49 1986 2 5179
10 "[80-85)" 49 1986 4 3444
11 "[85,85+)" 49 1986 4 2232
1 "[0-40)" 50 1986 5 228538
2 "[40-45)" 50 1986 7 25241
3 "[45-50)" 50 1986 13 22920
4 "[50-55)" 50 1986 13 26991
5 "[55-60)" 50 1986 18 27377
6 "[60-65)" 50 1986 13 25814
7 "[65-70)" 50 1986 13 21786
8 "[70-75)" 50 1986 10 18615
9 "[75-80)" 50 1986 13 14740
10 "[80-85)" 50 1986 9 9690
11 "[85,85+)" 50 1986 18 6287
1 "[0-40)" 1 1987 3 82485
2 "[40-45)" 1 1987 3 9004
3 "[45-50)" 1 1987 0 7199
4 "[50-55)" 1 1987 4 7494
5 "[55-60)" 1 1987 5 7006
6 "[60-65)" 1 1987 0 6082
7 "[65-70)" 1 1987 4 4865
8 "[70-75)" 1 1987 0 4138
9 "[75-80)" 1 1987 0 3347
10 "[80-85)" 1 1987 1 2186
11 "[85,85+)" 1 1987 2 1412
1 "[0-40)" 2 1987 3 99633
2 "[40-45)" 2 1987 5 8774
3 "[45-50)" 2 1987 4 8450
4 "[50-55)" 2 1987 2 9935
5 "[55-60)" 2 1987 5 10605
6 "[60-65)" 2 1987 4 9689
7 "[65-70)" 2 1987 4 7778
8 "[70-75)" 2 1987 1 6698
9 "[75-80)" 2 1987 1 5359
10 "[80-85)" 2 1987 0 3520
11 "[85,85+)" 2 1987 1 2125
1 "[0-40)" 3 1987 9 375128
2 "[40-45)" 3 1987 13 35998
3 "[45-50)" 3 1987 8 32893
4 "[50-55)" 3 1987 12 34393
5 "[55-60)" 3 1987 18 35204
6 "[60-65)" 3 1987 15 33386
7 "[65-70)" 3 1987 10 27458
8 "[70-75)" 3 1987 12 21929
9 "[75-80)" 3 1987 13 16920
10 "[80-85)" 3 1987 8 11040
11 "[85,85+)" 3 1987 7 6853
1 "[0-40)" 4 1987 2 138762
2 "[40-45)" 4 1987 0 11360
3 "[45-50)" 4 1987 4 10651
4 "[50-55)" 4 1987 3 11571
5 "[55-60)" 4 1987 4 12069
6 "[60-65)" 4 1987 4 10325
7 "[65-70)" 4 1987 0 8465
8 "[70-75)" 4 1987 1 7246
9 "[75-80)" 4 1987 2 6066
10 "[80-85)" 4 1987 3 3765
11 "[85,85+)" 4 1987 5 2534
1 "[0-40)" 5 1987 0 44621
2 "[40-45)" 5 1987 3 4452
3 "[45-50)" 5 1987 0 4261
4 "[50-55)" 5 1987 2 5289
5 "[55-60)" 5 1987 0 5892
6 "[60-65)" 5 1987 1 6325
7 "[65-70)" 5 1987 0 5222
8 "[70-75)" 5 1987 1 4496
9 "[75-80)" 5 1987 0 3885
10 "[80-85)" 5 1987 0 2674
11 "[85,85+)" 5 1987 4 1841
1 "[0-40)" 6 1987 7 188972
2 "[40-45)" 6 1987 6 16690
3 "[45-50)" 6 1987 7 15492
4 "[50-55)" 6 1987 4 19752
5 "[55-60)" 6 1987 13 19488
6 "[60-65)" 6 1987 13 18241
7 "[65-70)" 6 1987 9 15674
8 "[70-75)" 6 1987 22 13537
9 "[75-80)" 6 1987 11 11590
10 "[80-85)" 6 1987 7 7943
11 "[85,85+)" 6 1987 5 4795
1 "[0-40)" 7 1987 6 195252
2 "[40-45)" 7 1987 6 21082
3 "[45-50)" 7 1987 3 17599
4 "[50-55)" 7 1987 13 18772
5 "[55-60)" 7 1987 13 18967
6 "[60-65)" 7 1987 9 18180
7 "[65-70)" 7 1987 10 15973
8 "[70-75)" 7 1987 8 13913
9 "[75-80)" 7 1987 10 11421
10 "[80-85)" 7 1987 11 7681
11 "[85,85+)" 7 1987 5 5063
1 "[0-40)" 8 1987 46 1338236
2 "[40-45)" 8 1987 30 154887
3 "[45-50)" 8 1987 43 129075
4 "[50-55)" 8 1987 73 142491
5 "[55-60)" 8 1987 96 140549
6 "[60-65)" 8 1987 91 129349
7 "[65-70)" 8 1987 79 106673
8 "[70-75)" 8 1987 88 88482
9 "[75-80)" 8 1987 60 72643
10 "[80-85)" 8 1987 54 48299
11 "[85,85+)" 8 1987 39 31317
1 "[0-40)" 9 1987 0 96254
2 "[40-45)" 9 1987 1 9709
3 "[45-50)" 9 1987 0 8619
4 "[50-55)" 9 1987 9 10493
5 "[55-60)" 9 1987 7 11101
6 "[60-65)" 9 1987 4 11603
7 "[65-70)" 9 1987 5 9332
8 "[70-75)" 9 1987 6 7821
9 "[75-80)" 9 1987 0 6694
10 "[80-85)" 9 1987 5 4409
11 "[85,85+)" 9 1987 0 2991
1 "[0-40)" 10 1987 0 116045
2 "[40-45)" 10 1987 3 10199
3 "[45-50)" 10 1987 4 10125
4 "[50-55)" 10 1987 1 12812
5 "[55-60)" 10 1987 6 13849
6 "[60-65)" 10 1987 7 12590
7 "[65-70)" 10 1987 14 10290
8 "[70-75)" 10 1987 4 9091
9 "[75-80)" 10 1987 1 8449
10 "[80-85)" 10 1987 7 5372
11 "[85,85+)" 10 1987 3 3471
1 "[0-40)" 11 1987 0 348420
2 "[40-45)" 11 1987 3 29109
3 "[45-50)" 11 1987 6 24957
4 "[50-55)" 11 1987 14 26578
5 "[55-60)" 11 1987 8 25058
6 "[60-65)" 11 1987 9 21386
7 "[65-70)" 11 1987 4 17438
8 "[70-75)" 11 1987 8 14394
9 "[75-80)" 11 1987 11 11489
10 "[80-85)" 11 1987 6 7355
11 "[85,85+)" 11 1987 6 4372
1 "[0-40)" 12 1987 2 122432
2 "[40-45)" 12 1987 3 13145
3 "[45-50)" 12 1987 2 11536
4 "[50-55)" 12 1987 1 12927
5 "[55-60)" 12 1987 8 13427
6 "[60-65)" 12 1987 10 12928
7 "[65-70)" 12 1987 6 11330
8 "[70-75)" 12 1987 5 9483
9 "[75-80)" 12 1987 11 8096
10 "[80-85)" 12 1987 0 5325
11 "[85,85+)" 12 1987 2 3222
1 "[0-40)" 13 1987 5 135210
2 "[40-45)" 13 1987 6 12175
3 "[45-50)" 13 1987 3 12042
4 "[50-55)" 13 1987 5 14501
5 "[55-60)" 13 1987 3 15466
6 "[60-65)" 13 1987 6 14437
7 "[65-70)" 13 1987 6 12171
8 "[70-75)" 13 1987 7 10914
9 "[75-80)" 13 1987 5 8759
10 "[80-85)" 13 1987 3 5437
11 "[85,85+)" 13 1987 5 3388
1 "[0-40)" 14 1987 0 223850
2 "[40-45)" 14 1987 9 19693
3 "[45-50)" 14 1987 5 18727
4 "[50-55)" 14 1987 5 21820
5 "[55-60)" 14 1987 7 22037
6 "[60-65)" 14 1987 9 19961
7 "[65-70)" 14 1987 6 17114
8 "[70-75)" 14 1987 7 14528
9 "[75-80)" 14 1987 3 12203
10 "[80-85)" 14 1987 4 7922
11 "[85,85+)" 14 1987 1 4840
1 "[0-40)" 15 1987 3 305881
2 "[40-45)" 15 1987 8 35600
3 "[45-50)" 15 1987 5 30498
4 "[50-55)" 15 1987 13 36167
5 "[55-60)" 15 1987 17 35258
6 "[60-65)" 15 1987 12 30406
7 "[65-70)" 15 1987 19 27436
8 "[70-75)" 15 1987 20 24186
9 "[75-80)" 15 1987 4 20280
10 "[80-85)" 15 1987 15 13758
11 "[85,85+)" 15 1987 10 9820
1 "[0-40)" 16 1987 0 53332
2 "[40-45)" 16 1987 1 4718
3 "[45-50)" 16 1987 2 5562
4 "[50-55)" 16 1987 0 6698
5 "[55-60)" 16 1987 6 7194
6 "[60-65)" 16 1987 5 7096
7 "[65-70)" 16 1987 6 6371
8 "[70-75)" 16 1987 3 5666
9 "[75-80)" 16 1987 3 4725
10 "[80-85)" 16 1987 1 2914
11 "[85,85+)" 16 1987 1 1809
1 "[0-40)" 17 1987 3 138354
2 "[40-45)" 17 1987 4 14287
3 "[45-50)" 17 1987 8 12037
4 "[50-55)" 17 1987 10 13990
5 "[55-60)" 17 1987 12 15203
6 "[60-65)" 17 1987 7 14213
7 "[65-70)" 17 1987 10 12748
8 "[70-75)" 17 1987 11 10171
9 "[75-80)" 17 1987 6 8652
10 "[80-85)" 17 1987 10 5271
11 "[85,85+)" 17 1987 8 3315
1 "[0-40)" 18 1987 4 237927
2 "[40-45)" 18 1987 2 20913
3 "[45-50)" 18 1987 2 19705
4 "[50-55)" 18 1987 6 22681
5 "[55-60)" 18 1987 7 23194
6 "[60-65)" 18 1987 9 20559
7 "[65-70)" 18 1987 7 16917
8 "[70-75)" 18 1987 7 13763
9 "[75-80)" 18 1987 10 11714
10 "[80-85)" 18 1987 8 7261
11 "[85,85+)" 18 1987 5 4351
1 "[0-40)" 19 1987 0 38186
2 "[40-45)" 19 1987 2 3412
3 "[45-50)" 19 1987 0 3087
4 "[50-55)" 19 1987 0 4186
5 "[55-60)" 19 1987 3 4624
6 "[60-65)" 19 1987 0 4597
7 "[65-70)" 19 1987 3 4047
8 "[70-75)" 19 1987 2 3420
9 "[75-80)" 19 1987 8 3082
10 "[80-85)" 19 1987 2 2268
11 "[85,85+)" 19 1987 2 1322
1 "[0-40)" 20 1987 5 201384
2 "[40-45)" 20 1987 5 23093
3 "[45-50)" 20 1987 11 18750
4 "[50-55)" 20 1987 13 20669
5 "[55-60)" 20 1987 2 20373
6 "[60-65)" 20 1987 4 17742
7 "[65-70)" 20 1987 20 14591
8 "[70-75)" 20 1987 8 12335
9 "[75-80)" 20 1987 12 10156
10 "[80-85)" 20 1987 6 6763
11 "[85,85+)" 20 1987 8 4117
1 "[0-40)" 21 1987 2 131527
2 "[40-45)" 21 1987 5 11412
3 "[45-50)" 21 1987 4 10716
4 "[50-55)" 21 1987 4 12393
5 "[55-60)" 21 1987 4 11742
6 "[60-65)" 21 1987 5 10692
7 "[65-70)" 21 1987 9 9394
8 "[70-75)" 21 1987 4 8579
9 "[75-80)" 21 1987 4 7165
10 "[80-85)" 21 1987 10 4592
11 "[85,85+)" 21 1987 5 2751
1 "[0-40)" 22 1987 1 52060
2 "[40-45)" 22 1987 2 5654
3 "[45-50)" 22 1987 2 4822
4 "[50-55)" 22 1987 3 6411
5 "[55-60)" 22 1987 4 7324
6 "[60-65)" 22 1987 3 7315
7 "[65-70)" 22 1987 0 6431
8 "[70-75)" 22 1987 4 5021
9 "[75-80)" 22 1987 0 4504
10 "[80-85)" 22 1987 3 3063
11 "[85,85+)" 22 1987 3 1887
1 "[0-40)" 23 1987 6 190632
2 "[40-45)" 23 1987 2 16475
3 "[45-50)" 23 1987 6 16209
4 "[50-55)" 23 1987 12 18795
5 "[55-60)" 23 1987 3 19972
6 "[60-65)" 23 1987 3 17431
7 "[65-70)" 23 1987 11 13918
8 "[70-75)" 23 1987 4 12093
9 "[75-80)" 23 1987 6 10230
10 "[80-85)" 23 1987 2 6683
11 "[85,85+)" 23 1987 9 3857
1 "[0-40)" 24 1987 3 139811
2 "[40-45)" 24 1987 7 14069
3 "[45-50)" 24 1987 5 13692
4 "[50-55)" 24 1987 19 17563
5 "[55-60)" 24 1987 5 19201
6 "[60-65)" 24 1987 5 17628
7 "[65-70)" 24 1987 12 14652
8 "[70-75)" 24 1987 10 12246
9 "[75-80)" 24 1987 11 10263
10 "[80-85)" 24 1987 9 6656
11 "[85,85+)" 24 1987 2 4280
1 "[0-40)" 25 1987 8 92787
2 "[40-45)" 25 1987 1 10320
3 "[45-50)" 25 1987 2 8670
4 "[50-55)" 25 1987 0 10645
5 "[55-60)" 25 1987 10 11902
6 "[60-65)" 25 1987 2 11273
7 "[65-70)" 25 1987 5 10012
8 "[70-75)" 25 1987 4 8642
9 "[75-80)" 25 1987 11 6805
10 "[80-85)" 25 1987 5 4324
11 "[85,85+)" 25 1987 4 2435
1 "[0-40)" 26 1987 0 71260
2 "[40-45)" 26 1987 0 7713
3 "[45-50)" 26 1987 5 6630
4 "[50-55)" 26 1987 1 7821
5 "[55-60)" 26 1987 6 8218
6 "[60-65)" 26 1987 2 7979
7 "[65-70)" 26 1987 2 6739
8 "[70-75)" 26 1987 7 5715
9 "[75-80)" 26 1987 2 4759
10 "[80-85)" 26 1987 0 3109
